Time (ms),Voltage (V)
4159.0,42.24
4169.0,23.99
4179.0,-6.42
4190.0,-23.42
4199.0,-7.55
4209.0,26.85
4219.0,29.77
4230.0,8.49
4239.0,5.35
4249.0,22.07
4259.0,33.12
4270.0,11.99
4280.0,-34.57
4289.0,-63.46
4299.0,-57.67
4310.0,-53.48
4320.0,-66.08
4329.0,-45.42
4339.0,9.49
4349.0,40.45
4360.0,46.39
4369.0,36.85
4379.0,7.22
4389.0,-5.66
4400.0,19.36
4410.0,43.61
4419.0,25.66
4429.0,-7.99
4440.0,-11.26
4450.0,-7.07
4459.0,-17.8
4469.0,-18.39
4480.0,-2.46
4490.0,24.1
4499.0,44.75
4509.0,28.91
4519.0,-0.25
4530.0,6.05
4539.0,38.83
4549.0,65.38
4559.0,75.01
4570.0,47.08
4580.0,-22.23
4589.0,-57.28
4599.0,-1.84
4610.0,74.46
4620.0,85.76
4629.0,47.72
4639.0,21.33
4649.0,13.71
4660.0,1.49
4669.0,-3.93
4679.0,2.46
4689.0,11.89
4700.0,31.08
4709.0,49.31
4719.0,70.99
4729.0,128.22
4740.0,172.6
4750.0,112.29
4759.0,1.26
4769.0,-37.03
4780.0,-21.33
4790.0,-13.64
4799.0,0.75
4809.0,12.6
4819.0,-4.9
4830.0,-17.26
4839.0,-2.59
4849.0,5.23
4859.0,-4.95
4870.0,-6.47
4879.0,-9.68
4889.0,-42.39
4899.0,-71.81
4910.0,-63.11
4920.0,-44.57
4929.0,-42.39
4939.0,-39.39
4950.0,-24.23
4960.0,-17.09
4969.0,-21.22
4979.0,-15.38
4989.0,-3.67
5000.0,-0.3
5009.0,-1.29
5019.0,-3.37
5029.0,-7.57
5040.0,-19.81
5050.0,-33.45
5059.0,-28.5
5069.0,-21.43
5080.0,-41.88
5090.0,-61.41
5099.0,-42.01
5109.0,-8.02
5120.0,5.76
5130.0,5.83
5139.0,0.1
5149.0,-7.82
5159.0,-2.09
5170.0,9.51
5179.0,1.33
5189.0,-9.79
5199.0,7.79
5210.0,26.91
5220.0,11.55
5229.0,-5.82
5239.0,-5.78
5250.0,-19.69
5260.0,-23.33
5269.0,10.99
5279.0,22.11
5289.0,-10.98
5300.0,-24.98
5309.0,-9.2
5319.0,-5.29
5329.0,-18.64
5340.0,-15.34
5349.0,46.08
5359.0,158.44
5369.0,240.26
5380.0,244.13
5390.0,236.1
5399.0,268.6
5409.0,278.82
5420.0,186.08
5430.0,26.37
5439.0,-54.63
5449.0,-19.63
5459.0,-17.11
5470.0,-104.92
5479.0,-171.24
5489.0,-170.34
5499.0,-165.98
5510.0,-182.78
5519.0,-179.94
5529.0,-153.08
5539.0,-140.41
5550.0,-138.13
5560.0,-113.06
5569.0,-76.58
5579.0,-82.22
5590.0,-129.26
5600.0,-145.07
5609.0,-110.89
5619.0,-80.82
5629.0,-75.4
5640.0,-68.92
5649.0,-36.8
5659.0,9.37
5669.0,22.63
5680.0,-6.11
5690.0,-23.83
5699.0,-2.35
5709.0,18.57
5720.0,2.82
5730.0,-26.86
5739.0,-35.42
5749.0,-18.6
5760.0,1.86
5770.0,0.01
5779.0,-3.14
5789.0,20.48
5799.0,33.24
5810.0,15.24
5819.0,20.27
5829.0,63.98
5839.0,68.24
5850.0,10.12
5860.0,-19.23
5869.0,13.64
5879.0,49.09
5890.0,64.5
5900.0,79.89
5909.0,90.63
5919.0,67.79
5929.0,20.6
5940.0,10.94
5949.0,52.47
5959.0,74.76
5969.0,48.64
5980.0,36.48
5989.0,55.01
5999.0,44.31
6009.0,18.71
6020.0,20.29
6030.0,12.8
6039.0,12.07
6049.0,49.72
6060.0,50.4
6070.0,14.05
6079.0,33.97
6089.0,79.37
6099.0,73.87
6110.0,44.75
6119.0,32.08
6129.0,24.67
6139.0,15.67
6150.0,31.13
6159.0,71.25
6169.0,78.15
6179.0,40.25
6190.0,18.77
6200.0,12.65
6209.0,-17.86
6219.0,-33.55
6230.0,8.69
6240.0,56.07
6249.0,33.05
6259.0,-32.54
6269.0,-43.69
6280.0,7.98
6289.0,39.66
6299.0,31.85
6309.0,15.51
6320.0,-37.45
6330.0,-103.41
6339.0,-77.89
6349.0,11.18
6360.0,45.5
6370.0,23.24
6379.0,-0.28
6389.0,-6.76
6400.0,1.78
6410.0,-0.82
6419.0,-21.37
6429.0,-28.44
6439.0,-22.97
6450.0,-37.55
6459.0,-72.44
6469.0,-85.95
6479.0,-49.39
6490.0,10.17
6500.0,32.35
6509.0,-1.83
6519.0,-24.49
6530.0,5.93
6540.0,36.44
6549.0,32.23
6559.0,9.81
6569.0,-8.71
6580.0,-11.28
6589.0,0.18
6599.0,14.23
6609.0,3.67
6620.0,-34.1
6629.0,-57.41
6639.0,-58.9
6649.0,-63.18
6660.0,-68.19
6670.0,-73.52
6679.0,-70.77
6689.0,-37.52
6700.0,-5.81
6710.0,-23.76
6719.0,-51.55
6729.0,-24.18
6739.0,1.89
6750.0,-32.27
6759.0,-44.18
6769.0,-9.14
6779.0,-7.79
6790.0,-25.41
6799.0,-5.59
6809.0,19.13
6819.0,6.52
6830.0,-24.24
6840.0,-47.73
6849.0,-60.33
6859.0,-45.47
6870.0,-7.45
6880.0,19.26
6889.0,54.15
6899.0,120.06
6909.0,124.17
6920.0,4.39
6929.0,-103.08
6939.0,-71.7
6949.0,6.38
6960.0,5.18
6970.0,-37.78
6979.0,-28.35
6989.0,6.78
7000.0,-35.28
7010.0,-132.45
7019.0,-159.1
7029.0,-107.66
7040.0,-65.39
7050.0,-62.98
7059.0,-75.42
7069.0,-66.84
7079.0,-30.63
7090.0,20.69
7099.0,71.95
7109.0,88.2
7119.0,76.59
7130.0,84.57
7140.0,121.88
7149.0,165.7
7159.0,157.89
7170.0,69.96
7180.0,10.78
7189.0,61.43
7199.0,117.08
7209.0,91.03
7220.0,35.72
7229.0,-18.55
7239.0,-68.28
7249.0,-56.62
7260.0,1.01
7269.0,28.61
7279.0,40.35
7289.0,54.13
7300.0,43.45
7310.0,26.27
7319.0,21.52
7329.0,17.3
7340.0,23.57
7350.0,52.56
7359.0,81.14
7369.0,76.58
7379.0,38.12
7390.0,1.7
7399.0,13.47
7409.0,65.25
7419.0,93.9
7430.0,94.53
7439.0,99.11
7449.0,83.62
7459.0,25.4
7470.0,-49.9
7480.0,-85.73
7489.0,-59.35
7499.0,-19.49
7510.0,16.06
7520.0,39.75
7529.0,27.79
7539.0,31.75
7549.0,57.84
7560.0,42.22
7569.0,2.31
7579.0,-29.22
7589.0,-56.01
7600.0,-70.13
7610.0,-43.73
7619.0,8.72
7629.0,14.26
7640.0,-9.14
7650.0,-1.02
7659.0,8.81
7669.0,4.18
7680.0,1.74
7690.0,10.24
7699.0,20.35
7709.0,-8.77
7719.0,-42.92
7730.0,-35.94
7739.0,-30.74
7749.0,-26.24
7759.0,-15.96
7770.0,-50.12
7780.0,-93.08
7789.0,-64.79
7799.0,1.76
7810.0,19.17
7820.0,-10.93
7829.0,-39.84
7839.0,-54.85
7849.0,-48.9
7860.0,-36.61
7869.0,-48.17
7879.0,-64.54
7889.0,-58.16
7900.0,-32.73
7909.0,-15.57
7919.0,-22.02
7929.0,-33.47
7940.0,-54.67
7950.0,-70.69
7959.0,-41.76
7969.0,-6.82
7980.0,-0.85
7990.0,0.97
7999.0,11.33
8009.0,40.44
8019.0,63.75
8030.0,20.83
8039.0,-73.98
8049.0,-101.55
8059.0,-4.36
8070.0,79.55
8079.0,68.81
8089.0,52.59
8099.0,33.12
8110.0,-29.12
8120.0,-81.62
8129.0,-86.56
8139.0,-53.32
8150.0,-7.57
8160.0,17.23
8169.0,-8.98
8179.0,-58.02
8189.0,-37.96
8200.0,22.45
8209.0,12.1
8219.0,-44.2
8229.0,-71.58
8240.0,-56.24
8250.0,-19.93
8259.0,-0.7
8269.0,-7.74
8280.0,-7.62
8290.0,53.83
8299.0,165.29
8309.0,225.18
8320.0,199.21
8330.0,158.94
8339.0,160.38
8349.0,172.3
8359.0,137.56
8370.0,79.8
8379.0,44.92
8389.0,24.59
8399.0,-12.99
8410.0,-85.72
8420.0,-139.28
8429.0,-131.24
8439.0,-122.6
8450.0,-130.44
8460.0,-115.22
8469.0,-107.17
8479.0,-131.99
8489.0,-157.29
8500.0,-155.54
8509.0,-132.01
8519.0,-113.63
8529.0,-98.73
8540.0,-71.12
8549.0,-41.55
8559.0,-23.31
8569.0,-15.34
8580.0,-8.4
8590.0,-17.97
8599.0,-43.87
8609.0,-40.87
8620.0,-18.83
8630.0,-12.96
8639.0,-17.21
8649.0,-32.09
8659.0,-25.3
8670.0,20.67
8679.0,37.32
8689.0,11.98
8699.0,-1.22
8710.0,9.08
8719.0,26.27
8729.0,39.16
8739.0,42.78
8750.0,28.78
8760.0,9.43
8769.0,4.16
8779.0,8.21
8790.0,30.61
8800.0,54.37
8809.0,51.21
8819.0,53.87
8829.0,60.45
8840.0,42.44
8849.0,31.94
8859.0,61.2
8869.0,127.84
8880.0,179.64
8890.0,144.67
8899.0,24.9
8909.0,-77.65
8920.0,-39.86
8930.0,78.84
8939.0,105.57
8949.0,67.46
8960.0,76.59
8970.0,101.43
8979.0,83.92
8989.0,44.68
8999.0,31.19
9010.0,35.93
9019.0,19.21
9029.0,-10.1
9039.0,-18.21
9050.0,14.43
9060.0,50.45
9069.0,32.19
9079.0,-9.21
9090.0,-15.86
9100.0,22.49
9109.0,70.68
9119.0,73.27
9129.0,40.66
9140.0,24.08
9149.0,33.33
9159.0,38.99
9169.0,22.26
9180.0,9.66
9189.0,12.59
9199.0,13.83
9209.0,3.95
9220.0,-28.03
9230.0,-50.28
9239.0,-32.53
9249.0,-21.62
9260.0,-28.82
9270.0,-15.72
9279.0,0.22
9289.0,-5.68
9299.0,-17.11
9310.0,-13.27
9319.0,8.03
9329.0,28.19
9339.0,30.57
9350.0,4.49
9359.0,-36.45
9369.0,-47.48
9379.0,-15.52
9390.0,16.94
9400.0,7.54
9409.0,-23.1
9419.0,-23.47
9430.0,0.59
9440.0,4.59
9449.0,-22.27
9459.0,-31.44
9469.0,3.61
9480.0,8.99
9489.0,-30.29
9499.0,-21.58
9509.0,19.57
9520.0,15.73
9530.0,-12.28
9539.0,-23.38
9549.0,-25.59
9560.0,-37.16
9570.0,-44.72
9579.0,-34.07
9589.0,-28.07
9600.0,-26.12
9610.0,-11.9
9619.0,-5.53
9629.0,-8.63
9639.0,-1.67
9650.0,-2.51
9659.0,-29.93
9669.0,-44.77
9679.0,-18.38
9690.0,-2.89
9700.0,-23.53
9709.0,-28.88
9719.0,-9.96
9730.0,-6.5
9740.0,-23.99
9749.0,-36.02
9759.0,-16.98
9769.0,27.27
9780.0,28.54
9789.0,-62.0
9799.0,-134.99
9809.0,-72.09
9820.0,17.8
9829.0,2.98
9839.0,-48.71
9849.0,-49.46
9860.0,-26.62
9870.0,-28.15
9879.0,-44.22
9889.0,-48.71
9900.0,-33.04
9910.0,-0.26
9919.0,12.22
9929.0,-7.38
9939.0,-7.54
9950.0,13.37
9959.0,12.33
9969.0,-1.05
9979.0,-7.54
9990.0,-7.05
9999.0,1.76
10009.0,6.26
10019.0,6.51
10030.0,19.94
10040.0,26.98
10049.0,-2.8
10059.0,-33.15
10070.0,-8.43
10080.0,37.85
10089.0,38.13
10099.0,5.29
10109.0,-19.71
10120.0,-47.13
10129.0,-86.11
10139.0,-116.05
10149.0,-133.76
10160.0,-144.27
10170.0,-142.95
10179.0,-119.93
10189.0,-58.08
10200.0,5.23
10210.0,7.1
10219.0,-18.98
10229.0,-3.55
10240.0,43.53
10250.0,65.91
10259.0,52.47
10269.0,57.32
10279.0,99.96
10290.0,119.3
10299.0,86.2
10309.0,58.0
10319.0,80.88
10330.0,121.14
10340.0,119.36
10349.0,84.6
10359.0,70.66
10370.0,75.21
10380.0,72.69
10389.0,63.36
10399.0,42.6
10409.0,35.12
10420.0,65.67
10429.0,85.12
10439.0,67.84
10449.0,62.85
10460.0,70.53
10469.0,45.54
10479.0,19.87
10489.0,35.43
10500.0,44.58
10510.0,24.4
10519.0,29.97
10529.0,64.09
10540.0,63.96
10550.0,21.4
10559.0,-21.93
10569.0,-44.48
10579.0,-44.95
10590.0,-43.86
10599.0,-63.06
10609.0,-76.68
10619.0,-51.75
10630.0,-5.74
10639.0,34.31
10649.0,59.27
10659.0,63.65
10670.0,45.56
10680.0,-14.01
10689.0,-91.27
10699.0,-81.34
10710.0,8.0
10720.0,29.24
10729.0,-32.61
10739.0,-65.25
10749.0,-46.8
10760.0,-24.94
10769.0,-25.24
10779.0,-51.43
10789.0,-78.08
10800.0,-71.37
10810.0,-37.12
10819.0,-12.86
10829.0,-7.58
10840.0,9.9
10850.0,27.17
10859.0,3.74
10869.0,-22.22
10880.0,-8.86
10890.0,1.43
10899.0,-15.33
10909.0,-25.78
10919.0,-22.65
10930.0,-23.53
10939.0,-21.45
10949.0,-9.74
10959.0,-14.7
10970.0,-38.88
10980.0,-40.27
10989.0,-25.65
10999.0,-38.17
11010.0,-66.22
11020.0,-73.98
11029.0,-55.9
11039.0,-32.94
11049.0,-20.91
11060.0,-7.48
11069.0,19.07
11079.0,35.44
11089.0,15.83
11100.0,-7.42
11109.0,-4.45
11119.0,-6.06
11129.0,-11.92
11140.0,-5.74
11150.0,-17.7
11159.0,-42.08
11169.0,-36.08
11180.0,-2.88
11190.0,15.67
11199.0,22.54
11209.0,48.34
11219.0,50.65
11230.0,9.29
11239.0,-7.12
11249.0,6.97
11259.0,2.57
11270.0,-0.65
11279.0,22.74
11289.0,42.12
11299.0,38.95
11310.0,31.44
11320.0,31.7
11329.0,30.34
11339.0,19.93
11350.0,5.15
11360.0,-10.6
11369.0,-23.9
11379.0,-23.79
11389.0,-7.76
11400.0,8.45
11409.0,17.2
11419.0,19.85
11429.0,14.53
11440.0,18.64
11450.0,39.33
11459.0,43.64
11469.0,32.49
11480.0,39.4
11490.0,42.6
11499.0,11.28
11509.0,-18.48
11520.0,-14.73
11530.0,-7.25
11539.0,-16.37
11549.0,-22.61
11559.0,-13.88
11570.0,9.24
11579.0,40.19
11589.0,67.19
11599.0,96.59
11610.0,149.13
11620.0,210.02
11629.0,200.34
11639.0,106.04
11650.0,71.94
11660.0,163.3
11669.0,234.57
11679.0,191.96
11689.0,113.14
11700.0,67.53
11709.0,15.34
11719.0,-90.57
11729.0,-207.54
11740.0,-250.68
11749.0,-216.94
11759.0,-191.04
11769.0,-199.94
11780.0,-205.04
11790.0,-213.25
11799.0,-228.83
11809.0,-206.38
11820.0,-144.1
11830.0,-102.11
11839.0,-93.91
11849.0,-75.92
11859.0,-58.54
11870.0,-73.34
11879.0,-74.65
11889.0,-40.29
11899.0,-16.86
11910.0,-1.42
11919.0,18.26
11929.0,-3.07
11939.0,-47.89
11950.0,-53.22
11960.0,-50.46
11969.0,-77.94
11979.0,-76.38
11990.0,-14.26
12000.0,28.06
12009.0,3.02
12019.0,-28.24
12029.0,-8.08
12040.0,56.47
12049.0,101.54
12059.0,70.08
12069.0,10.94
12080.0,9.68
12090.0,43.97
12099.0,45.08
12109.0,24.0
12120.0,17.19
12130.0,30.59
12139.0,60.43
12149.0,70.35
12160.0,34.87
12170.0,-1.9
12179.0,9.46
12189.0,56.93
12199.0,76.12
12210.0,46.22
12219.0,30.72
12229.0,59.82
12239.0,88.46
12250.0,83.35
12260.0,60.25
12269.0,38.63
12279.0,21.26
12290.0,16.16
12300.0,19.16
12309.0,23.95
12319.0,38.08
12329.0,35.14
12340.0,20.58
12349.0,49.21
12359.0,79.37
12369.0,51.6
12380.0,21.46
12389.0,31.46
12399.0,37.28
12409.0,19.96
12420.0,14.07
12430.0,29.68
12439.0,46.22
12449.0,41.53
12460.0,16.96
12470.0,7.5
12479.0,18.34
12489.0,11.79
12499.0,-5.33
12510.0,-1.1
12519.0,17.02
12529.0,34.35
12539.0,26.83
12550.0,-13.03
12559.0,-33.68
12569.0,-6.27
12579.0,21.41
12590.0,17.62
12600.0,5.56
12609.0,-33.3
12619.0,-91.59
12630.0,-64.31
12640.0,35.94
12649.0,55.95
12659.0,-35.9
12669.0,-122.88
12680.0,-119.16
12689.0,-55.34
12699.0,-8.77
12709.0,-1.13
12720.0,-5.95
12730.0,0.83
12739.0,17.84
12749.0,31.57
12760.0,33.65
12770.0,16.0
12779.0,2.65
12789.0,9.83
12800.0,2.3
12810.0,-14.4
12819.0,-12.98
12829.0,-14.48
12839.0,-26.97
12850.0,-29.53
12859.0,-11.44
12869.0,5.66
12879.0,13.91
12890.0,36.19
12900.0,35.48
12909.0,-12.77
12919.0,-48.62
12930.0,-49.19
12940.0,-46.28
12949.0,-57.59
12959.0,-83.24
12969.0,-117.15
12980.0,-150.9
12989.0,-166.79
12999.0,-161.91
13009.0,-140.86
13020.0,-87.49
13029.0,-33.98
13039.0,-22.24
13049.0,-18.1
13060.0,-3.65
13070.0,3.89
13079.0,17.23
13089.0,49.44
13100.0,85.98
13110.0,105.72
13119.0,114.36
13129.0,124.59
13139.0,139.52
13150.0,157.77
13159.0,135.06
13169.0,78.04
13179.0,72.65
13190.0,88.56
13199.0,53.19
13209.0,27.51
13219.0,62.47
13230.0,90.41
13240.0,48.49
13249.0,13.33
13259.0,72.57
13270.0,132.37
13280.0,101.13
13289.0,47.86
13299.0,35.11
13309.0,32.97
13320.0,-7.97
13329.0,-68.83
13339.0,-78.52
13349.0,-27.39
13360.0,24.83
13370.0,42.54
13379.0,55.38
13389.0,71.11
13400.0,59.97
13410.0,57.14
13419.0,77.55
13429.0,68.63
13440.0,5.64
13450.0,-101.42
13459.0,-168.33
13469.0,-126.46
13479.0,-53.69
13490.0,-21.49
13499.0,-19.74
13509.0,-27.51
13519.0,-27.96
13530.0,-17.23
13540.0,11.77
13549.0,34.04
13559.0,13.36
13570.0,-17.09
13580.0,-36.73
13589.0,-69.67
13599.0,-104.96
13609.0,-100.29
13620.0,-49.33
13629.0,-24.01
13639.0,-50.92
13649.0,-56.98
13660.0,-19.92
13669.0,21.36
13679.0,28.8
13689.0,1.47
13700.0,-17.5
13710.0,-36.76
13719.0,-73.62
13729.0,-85.19
13740.0,-65.65
13750.0,-60.08
13759.0,-64.69
13769.0,-41.27
13779.0,-29.37
13790.0,-69.07
13799.0,-78.2
13809.0,-34.42
13819.0,-21.74
13830.0,-23.06
13839.0,4.04
13849.0,7.18
13859.0,-18.73
13870.0,-22.06
13880.0,-4.53
13889.0,10.09
13899.0,10.65
13910.0,-13.29
13920.0,-39.75
13929.0,-38.8
13939.0,-31.19
13949.0,-32.82
13960.0,-27.66
13969.0,-24.19
13979.0,-13.77
13989.0,14.9
14000.0,25.53
14010.0,14.29
14019.0,1.69
14029.0,-10.03
14040.0,-8.81
14050.0,20.38
14059.0,67.59
14069.0,71.16
14080.0,14.94
14090.0,-13.58
14099.0,22.04
14109.0,72.51
14119.0,90.51
14130.0,56.68
14139.0,10.73
14149.0,-0.61
14159.0,0.99
14170.0,-10.65
14180.0,-18.66
14189.0,-10.02
14199.0,-8.47
14210.0,-14.02
14220.0,5.51
14229.0,23.05
14239.0,9.26
14249.0,-7.19
14260.0,-18.77
14269.0,-27.59
14279.0,-22.81
14289.0,-9.7
14300.0,-3.44
14309.0,-22.22
14319.0,-36.13
14329.0,18.21
14340.0,121.81
14350.0,196.71
14359.0,213.65
14369.0,196.27
14380.0,179.42
14390.0,176.25
14399.0,168.17
14409.0,142.17
14419.0,79.41
14430.0,-63.22
14439.0,-211.64
14449.0,-204.74
14459.0,-101.45
14470.0,-78.83
14479.0,-96.58
14489.0,-73.74
14499.0,-75.01
14510.0,-104.01
14520.0,-90.53
14529.0,-49.66
14539.0,-40.26
14550.0,-55.95
14560.0,-56.82
14569.0,-56.87
14579.0,-71.86
14589.0,-83.63
14600.0,-91.08
14609.0,-88.34
14619.0,-69.11
14629.0,-37.83
14640.0,-9.66
14650.0,-13.08
14659.0,-13.72
14669.0,20.4
14680.0,42.07
14690.0,37.03
14699.0,22.32
14709.0,7.41
14720.0,17.28
14730.0,41.57
14739.0,43.83
14749.0,15.38
14759.0,-8.7
14770.0,1.1
14779.0,4.23
